row_id,ts_end,ret_1d,vol_1d,vol_1h,sma_ratio,best_strategy
95e9715329cc4812a21ce39f6f095746,2024-01-08 00:00:00+00:00,-0.0009569922062445668,0.0004642457154750599,0.0008092756924766013,0.9978032427504897,momentum
3e90b5f6db5d4588ad166ac21cc2be8c,2024-01-15 00:00:00+00:00,-0.025810255891905443,0.000620706032447443,0.001184561032811406,0.9865985626848559,momentum
e98cd13addc04069a4c2490d4ca1d8b1,2024-01-22 00:00:00+00:00,-0.002654051307980798,0.0002507076798447083,0.00031853213084131446,0.998004821061886,momentum
a47da26681074878bf8c64458cdeee1f,2024-01-29 00:00:00+00:00,-0.002374729742463555,0.00045162195445124875,0.0004082075366026635,1.0030530800680304,momentum
e54a026ced1545a9b0ee343fef9dc23c,2024-02-05 00:00:00+00:00,-0.009645880482249791,0.0003249238374444676,0.000363388032147334,0.996894094806169,momentum
894bbdb4546f4a21b3364c6bef89bc6d,2024-02-12 00:00:00+00:00,0.01092574445382577,0.0004570086799598961,0.0003942390573349636,1.0037706684138736,momentum
4e338a98945a4a2aa96c3eb31e268a22,2024-02-19 00:00:00+00:00,0.009252670554676268,0.0004024432553102487,0.0005987359463802006,1.0022272227598958,momentum
f4a3c3b102dd4f86a3bedb89fadd1ff4,2024-02-26 00:00:00+00:00,0.0034065760768045017,0.00033164958197804843,0.0003135799616136395,0.999500403890321,momentum
22256232eb434005b95c9abac2c94b73,2024-03-04 00:00:00+00:00,0.018329093385924144,0.0005655498484079741,0.00046494271881566073,1.003995179392341,momentum
c660565e74c64e239b038197450c11c4,2024-03-11 00:00:00+00:00,0.008999892011831268,0.0006056830994300392,0.0006229646009737547,1.0002276495170106,momentum
0a3faa44eca347689e1c8675e1450c18,2024-03-18 00:00:00+00:00,0.042841226467698945,0.0009114260475407628,0.0006701565377258595,1.000742949084492,momentum
6199070eca464f4395e361d38ba5ed0e,2024-03-25 00:00:00+00:00,0.049762432837686,0.0007411286737986712,0.0009189919707448171,1.006599323659209,momentum
4cacc601f23141d3861a48fa64e4b141,2024-04-01 00:00:00+00:00,0.023860190818899785,0.0003942601312255902,0.0004545673109455775,1.0044658194590526,momentum
76780de24035442ba86b7b8895473e3b,2024-04-08 00:00:00+00:00,0.006389726292842957,0.0005024623532592569,0.0003899934827356796,1.0011360152406341,momentum
447511589f43435d9353ea3b4ab5c876,2024-04-15 00:00:00+00:00,0.026840187265630533,0.0012201678004710031,0.0012650055217144963,1.0158869545620655,momentum
434899e689e64f2998252b4813de901b,2024-04-22 00:00:00+00:00,0.0008191036863518519,0.0005725315076690834,0.00035743246266699253,1.0008814991338342,momentum
8b764b754de24f9e9ee8f5cfeac554d0,2024-04-29 00:00:00+00:00,-0.005755465944174865,0.0004298843612596982,0.0008266658267631208,0.9960934921977693,momentum
8248704baebd42259da83825f8ac3e48,2024-05-06 00:00:00+00:00,0.0005267410981535381,0.0005639788459417305,0.0005293262810871295,1.0027944686974386,momentum
641801fdca3c4dc1bfdc70770c3ef6f9,2024-05-13 00:00:00+00:00,0.011183144006456036,0.0003717635045894475,0.00035084760027914155,1.0025906758774765,momentum
c70bf056f80a471ba5ab8b12080f28d5,2024-05-20 00:00:00+00:00,-0.010392416065763355,0.00042972238228875773,0.00032225882553118884,1.0002343164065017,momentum
01abc7868bcf4f76b77620cb7a483cd6,2024-05-27 00:00:00+00:00,-0.01149053279889567,0.00030964733574546547,0.0003311292731314291,0.9992954246290738,momentum
d8df44edf69e45c7b900153f60b0fc9c,2024-06-03 00:00:00+00:00,-3.4972258292964575e-05,0.0003320522311908575,0.00018543833484519414,0.9986608239801715,momentum
4a3de09203994fdaa9127eabbdf3d105,2024-06-10 00:00:00+00:00,0.004873441719246641,0.00022734713351411115,0.00014967636683414686,0.9996505162911548,momentum
6373a455fe1a4390b40eae003f30a76c,2024-06-17 00:00:00+00:00,0.007203322174724747,0.0002633097690559034,0.0002729114162836981,1.0007104484717526,momentum
a207b65131e5489381f875d18564a537,2024-06-24 00:00:00+00:00,-0.016656935912208848,0.00024642023061726814,0.00041458932292534134,0.9927908545126151,momentum
0bdeb617f9f74e95ad1c577e7d638242,2024-07-01 00:00:00+00:00,0.029221612338721004,0.0004096057083225209,0.0005068333777031493,1.005744741525373,momentum
5e3281a22ed34544bd6946c3809cd710,2024-07-08 00:00:00+00:00,-0.04041001146193246,0.0006039872385306348,0.0008269868341222202,0.9876105332962701,momentum
9a7d4ce243ac4f4db1f955816c994456,2024-07-15 00:00:00+00:00,0.026540877317394518,0.0005825430161169598,0.0006562630043862765,1.0001328906461389,momentum
14a8ae6d1bfd4704acd8d668b7612ac3,2024-07-22 00:00:00+00:00,0.014574736567612545,0.000595129030072696,0.00046056784745597773,1.0024162161720513,momentum
faaccad6f9514f46916fa95e81380dfe,2024-07-29 00:00:00+00:00,0.00666657816835059,0.00041892504818174175,0.00025328754896886623,1.0028522159000912,momentum
bc63a000fadc4a76ad821fe5cfb8c4d9,2024-08-05 00:00:00+00:00,-0.041253259575722345,0.0008198121304973218,0.0007970589756382879,0.9908705540702094,momentum
06747d931bf74cb7bed7df1cee31281f,2024-08-12 00:00:00+00:00,-0.036344349478244053,0.0007027882286036259,0.0006085591392838032,0.9986647143958773,momentum
d084426a2be94a9894aa20b9648b5d01,2024-08-19 00:00:00+00:00,-0.01779645930075302,0.0004883685653808829,0.0008861283110796575,0.9836133360098885,momentum
3eae72852d134aaeba06c53b4b65825a,2024-08-26 00:00:00+00:00,0.0012941048068977334,0.00039971634792243467,0.0010507449768799029,0.9967903591020076,momentum
774fcf5cd5a8495b848970099318bb31,2024-09-02 00:00:00+00:00,-0.028238835878089064,0.0006816231485819926,0.0010544982698583248,0.9904003378037006,momentum
caa9b40db061494ab76b9a5ce4432529,2024-09-09 00:00:00+00:00,0.01264095229306994,0.000548629813917624,0.0007003568006409693,1.0042481933568606,momentum
72a735d9c3b9429f8e3ade34dfaba223,2024-09-16 00:00:00+00:00,-0.014394224642177766,0.00040656557812514444,0.0010115664896500915,0.9948916657161986,momentum
92c1e962573d42bb879f30c7604bef3a,2024-09-23 00:00:00+00:00,0.0028195583596215545,0.0004291953869616771,0.0005553240454741891,1.0048130035491176,momentum
05e31e412e38418c8f553a1369f8044e,2024-09-30 00:00:00+00:00,-0.004038227971093766,0.0002744830806709688,0.0003899587893897651,0.9977718862251578,momentum
83c5cfa77b76474aace20231e65fe19a,2024-10-07 00:00:00+00:00,0.01191930536037722,0.0003155877003050206,0.0005525310676335064,1.0035478967498987,momentum
1062781d356f432390f05631debf5e24,2024-10-14 00:00:00+00:00,-0.006070446137793728,0.0003678283219398543,0.00039064791346586213,1.00095743689765,momentum
