row_id,ts_end,ret_1h,ret_1d,atr_14,parkinson_20,std_20,rsi_14,roc_5,sma_50_rel,sma_200_rel,ema_20_rel,linreg_slope,obv_norm,vwap_dev,volume_ratio,best_strategy,best_sharpe
caeda6b117044f3b8e08cb9bec595e50,2024-01-22 00:00:00+00:00,-0.0007966389582393374,-0.0022001437217393782,10.996481395370738,0.02688729396158737,16.867911565359456,63.27746087991645,0.08748563260221053,1.0008601087235018,0.998431539067936,1.0006683363302358,0.030384883383357722,1.0147972308204645,1.0001899514710058,3.889554851594778,sma_50_200,-0.5919367197949102
85b331b4c72a4801bdfc8195c3aba461,2024-01-23 00:00:00+00:00,-0.007441857323029377,-0.04884056277697035,40.84969840360241,0.10342288361469812,35.09135327013016,49.766225214071795,0.20880234769766937,0.9986573084766317,0.9925096007795198,1.000367266190723,-1.3515240497706096,1.0073337190247258,1.0005360647138941,1.6010691603056288,sma_50_200,-2.8310941784777923
af004a316a6d43a7bfc17c6e1ae03e10,2024-01-24 00:00:00+00:00,0.010142105159801518,0.007952514073049866,31.210094805600356,0.07892500114420514,69.37488186421358,68.4740704997532,0.11517412148675434,1.0039765666055238,1.0122213108361273,1.0016921506576546,1.3984622777795286,0.933347680194973,1.0001748450318897,1.2531064048702187,sma_50_200,-1.566753709690716
f2932ea8894d49209fe08650d848ad0e,2024-01-25 00:00:00+00:00,0.00518378962349364,0.004476776171836172,21.0932751905997,0.05237100191349882,31.990668209048415,35.25025509705292,-0.12466343987818887,0.9988177005541193,1.005300626935773,0.9986409861985559,1.0953677451266575,0.9953345938266774,0.9997927601322074,0.957535025231083,sma_50_200,-1.3879763418492483
749a6b6e73e84a6aaae4c76f9ea69d69,2024-01-26 00:00:00+00:00,-0.00018943130646131845,-0.0021769232624901935,12.570151694564798,0.031363635645100064,14.212351569962028,58.775058839553814,0.04596321090579966,1.0006814780751538,1.001656236099378,1.000430975885911,0.16454528791321635,0.9988881431961111,1.0001881243873443,1.3501098443230817,sma_50_200,-3.0456485864661595
4afce7173e724d42abd635e8ffc6beae,2024-01-27 00:00:00+00:00,-0.0032691112797184063,0.045215168558300545,16.521400398169227,0.042346888431643,23.388718139912545,30.62037795709111,-0.18363784420156093,0.9983378471384947,0.997195011791934,0.9987255928953535,-0.7604198478167449,0.9873048573244788,0.9996731452988729,4.683508221394679,sma_50_200,-1.7058258642040363
9fa18482722f4bfba4ad33041ec74fd8,2024-01-28 00:00:00+00:00,-0.0008268215294325865,0.007980235915803213,8.419660733982639,0.020224891498016487,9.254685349426282,55.516184845237085,0.04863380101414584,1.0001659856712015,1.0004141648264882,1.0001990588411322,-0.32290631493181404,1.0048249533533609,0.9999708853872414,5.324228607868616,sma_50_200,-1.3482797479565989
dc98b1569603432bb49a3d498f89fd84,2024-01-29 00:00:00+00:00,0.0045675712150085035,-0.003089243743980008,19.488365214059243,0.047467367315426084,16.352796277197527,44.88553473994798,-0.054762257785283784,1.0007892690974276,1.0021840941631672,0.9994104204700738,1.3799654313815315,0.986994267703271,0.9994921814104758,7.282950237280946,sma_50_200,-1.3165702531394672
79ade3bb298e46558cedb702756f59f0,2024-01-30 00:00:00+00:00,0.0034164380505806724,0.030241399825825077,19.593069318061165,0.045962145534308455,18.614442762349505,57.94434156256833,0.08464576671720549,1.0020733254213396,1.0026965965625116,1.000382446670616,1.373492884437906,0.9915009846043449,0.9997278653834604,3.3385082943482782,sma_50_200,-3.8232953922184283
f6d3e383623d4493b8015d25601ab829,2024-01-31 00:00:00+00:00,-0.008393614935387705,-0.006405642036912074,48.65064006622269,0.11202507406553062,76.10887315443152,58.41979346185719,0.1983511911560211,0.9999151664946397,0.9906026149085772,1.001880776523539,-1.4615238601478535,1.0149059267151326,1.0004709644702263,1.45564511160491,sma_50_200,-2.3319810724894463
86bfd9ad4cb8491fa00ab27b385c839d,2024-02-01 00:00:00+00:00,7.13767462091619e-05,-0.0079927096478013,16.862114677620756,0.040991717006258734,15.833999083117067,53.34057338361105,0.04195707706538259,1.000231006658661,1.0012539976590995,1.0003431354888603,0.2267614979606069,1.0044531518611277,1.0004646462844957,4.024960275966119,sma_50_200,-1.8413322027197672
526244bf7cb64adab4726acd3ee05ec1,2024-02-02 00:00:00+00:00,0.0035071033643618854,0.011144175351250563,14.518563540655936,0.03173704267807204,14.183047464572052,67.15120550486675,0.057643189815801216,1.0020582613997835,1.0017280891853733,1.0008618285931599,1.2987396555121515,1.0100837304051835,1.0000541403818337,2.9903575180798776,sma_50_200,-1.9948750908809372
a99835f506074f4aaed87b4234d612fa,2024-02-03 00:00:00+00:00,7.960411309448912e-05,0.002642167707801124,9.121492310105426,0.021324926478034106,16.206216875140417,65.7176374810423,0.04121405491887577,1.000978354554167,1.002814291424799,1.0005536658710845,0.748269221055916,1.002024467800454,0.9998754213688994,3.5609062901108763,sma_50_200,-1.2951155843646216
6e9184077cca48f2b70089bcfc4c08f0,2024-02-04 00:00:00+00:00,-0.0008202798160509284,-0.004814842617731241,8.196529191262657,0.01919826482260088,17.12885106891879,55.68456763612517,0.03035972434765126,1.0000488190272612,0.9989995478731886,1.0002554045275833,-0.9883402616887187,1.0001907390366747,0.9998886884264256,2.4784101018284654,sma_50_200,-1.9710431127326666
